eval_id,jury_verdict,jury_confidence,votes_c,votes_i,votes_u,human_verdict,human_score,sys_label,hum_label,sys_conf
eval_20250915_075643_c577d6b2,incorrect,0.8426155838220732,0,5,0,,,0,,0.8426155838220732
eval_20250915_050627_55dd1d62,incorrect,0.9261118266535344,0,5,0,,,0,,0.9261118266535344
eval_20250915_053601_c6bc33d8,correct,0.7499999999999999,4,1,0,,,1,,0.7499999999999999
eval_20250915_073521_da951c20,incorrect,0.6821085402413714,0,5,0,,,0,,0.6821085402413714
eval_20250915_040221_19cc2e19,correct,0.7985062713797034,5,0,0,,,1,,0.7985062713797034
eval_20250915_083300_6b604c03,correct,0.8180581039755351,5,0,0,,,1,,0.8180581039755351
eval_20250915_040932_01f05664,incorrect,0.7729955947136563,0,5,0,,,0,,0.7729955947136563
eval_20250915_064815_54718d61,incorrect,0.7425801011804384,0,5,0,,,0,,0.7425801011804384
eval_20250915_062042_8e9ed93a,incorrect,0.8457048458149778,0,5,0,,,0,,0.8457048458149778
eval_20250915_031316_4d748ab8,incorrect,0.8350815582421799,0,5,0,,,0,,0.8350815582421799
eval_20250915_080714_548bb3f9,incorrect,0.8351669528715893,0,5,0,,,0,,0.8351669528715893
eval_20250915_043624_b06733dc,incorrect,0.9032314080785201,0,5,0,,,0,,0.9032314080785201
eval_20250915_041913_8f878dd5,incorrect,0.8351212917475914,0,5,0,,,0,,0.8351212917475914
eval_20250915_020228_c6538325,incorrect,0.84249790124399,0,5,0,,,0,,0.84249790124399
eval_20250915_022459_56ec1b28,incorrect,0.7589641434262948,0,5,0,,,0,,0.7589641434262948
eval_20250915_072437_faf8c54a,incorrect,0.9031207133058985,0,5,0,,,0,,0.9031207133058985
eval_20250915_053120_9a77bc58,incorrect,0.8474325567136726,0,5,0,,,0,,0.8474325567136726
eval_20250915_074956_260cd5f7,incorrect,0.8425510826471484,0,5,0,,,0,,0.8425510826471484
eval_20250915_060043_b0651800,incorrect,0.75,2,3,0,,,0,,0.75
eval_20250915_084825_e59d76c3,correct,0.8232506241016717,5,0,0,,,1,,0.8232506241016717
eval_20250915_054615_3f1f83cb,incorrect,0.8787264007308162,0,5,0,,,0,,0.8787264007308162
eval_20250915_021521_2d9b8ad0,incorrect,0.8351536552777247,0,5,0,,,0,,0.8351536552777247
eval_20250915_054826_961dc36c,incorrect,0.8277167696179365,0,5,0,,,0,,0.8277167696179365
eval_20250915_055236_c48f1298,incorrect,0.6425557933353714,0,5,0,,,0,,0.6425557933353714
eval_20250915_062145_1efa8e7d,incorrect,0.8278836624228101,0,5,0,,,0,,0.8278836624228101
eval_20250915_071633_843fde8d,incorrect,0.8640439996944466,0,5,0,,,0,,0.8640439996944466
eval_20250915_050657_b4ffa76d,correct,0.8151219512195121,5,0,0,,,1,,0.8151219512195121
eval_20250915_042514_fb6ff8d4,correct,0.7837178111587983,5,0,0,,,1,,0.7837178111587983
eval_20250915_052853_f0e73ac1,correct,0.7897947068060822,5,0,0,,,1,,0.7897947068060822
eval_20250915_070818_26737d66,incorrect,0.8277676537585421,0,5,0,,,0,,0.8277676537585421
eval_20250915_015852_94b3babc,incorrect,0.7254185022026433,0,5,0,,,0,,0.7254185022026433
eval_20250915_063204_805b2747,incorrect,0.8097925564368517,0,5,0,,,0,,0.8097925564368517
eval_20250915_054323_75ae0475,incorrect,0.8598990283863593,0,5,0,,,0,,0.8598990283863593
eval_20250915_042010_f663adc2,incorrect,0.6753515207091548,0,5,0,,,0,,0.6753515207091548
eval_20250915_031012_b0b420d6,correct,0.835021908935035,5,0,0,,,1,,0.835021908935035
eval_20250915_050059_e246236f,incorrect,0.8130903255387436,0,5,0,,,0,,0.8130903255387436
eval_20250915_040507_661cf725,incorrect,0.8425132052361631,0,5,0,,,0,,0.8425132052361631
eval_20250915_032421_82056f5a,incorrect,0.645063908187157,0,5,0,,,0,,0.645063908187157
eval_20250915_032154_7ac5c405,incorrect,0.7934188489646772,0,5,0,,,0,,0.7934188489646772
eval_20250915_071020_a8eb8bf3,incorrect,0.7820746824853602,0,5,0,,,0,,0.7820746824853602
eval_20250915_060447_f7719f27,incorrect,0.8424781119147317,0,5,0,,,0,,0.8424781119147317
eval_20250915_081624_fe4ec963,correct,0.85,5,0,0,,,1,,0.85
eval_20250915_054450_d427baec,incorrect,0.672545871559633,0,5,0,,,0,,0.672545871559633
eval_20250915_033747_133ec654,incorrect,0.6303183513399208,0,5,0,,,0,,0.6303183513399208
eval_20250915_083221_c1579089,incorrect,0.8425725603717525,0,5,0,,,0,,0.8425725603717525
eval_20250915_063715_5375fa17,incorrect,0.8278194051532992,0,5,0,,,0,,0.8278194051532992
eval_20250915_071805_1e0abfe2,incorrect,0.7010597376620379,0,5,0,,,0,,0.7010597376620379
eval_20250915_035353_fe966d27,incorrect,0.7747509637036755,0,5,0,,,0,,0.7747509637036755
eval_20250915_032246_0df66308,incorrect,0.8795328163419707,0,5,0,,,0,,0.8795328163419707
eval_20250915_075213_afaa42c9,incorrect,0.8279101741521538,0,5,0,,,0,,0.8279101741521538
eval_20250915_064035_73875170,incorrect,0.8090321473515615,0,5,0,,,0,,0.8090321473515615
eval_20250915_045149_6ce31af0,incorrect,0.8246062691131499,0,5,0,,,0,,0.8246062691131499
eval_20250915_073156_746c64d1,correct,0.7998967100229533,5,0,0,,,1,,0.7998967100229533
eval_20250915_053656_0af9d2b7,correct,0.7649952462445333,5,0,0,,,1,,0.7649952462445333
eval_20250915_030009_262f3c87,incorrect,0.75,0,5,0,,,0,,0.75
eval_20250915_050413_8381a2b9,incorrect,0.7008443931525293,0,5,0,,,0,,0.7008443931525293
eval_20250915_030213_11cf81b9,incorrect,0.7246498813805771,0,5,0,,,0,,0.7246498813805771
eval_20250915_074234_470cbdff,incorrect,0.7425560503685504,0,5,0,,,0,,0.7425560503685504
eval_20250915_030810_fd561776,incorrect,0.7852053646269908,0,5,0,,,0,,0.7852053646269908
eval_20250915_031037_1e062410,correct,0.8083866788599298,5,0,0,,,1,,0.8083866788599298
eval_20250915_060842_52fef8f0,incorrect,0.827652061659959,0,5,0,,,0,,0.827652061659959
eval_20250915_022642_6f78afc5,incorrect,0.9081529581529582,0,5,0,,,0,,0.9081529581529582
eval_20250915_055011_85d583aa,incorrect,0.9098642050656086,0,5,0,,,0,,0.9098642050656086
eval_20250915_050942_6aa82bb9,incorrect,0.8351387884095496,0,5,0,,,0,,0.8351387884095496
eval_20250915_031528_a4984918,correct,0.7590739095881446,4,1,0,,,1,,0.7590739095881446
eval_20250915_045602_668422b7,incorrect,0.8425528654612321,0,5,0,,,0,,0.8425528654612321
eval_20250915_021256_d15ab315,correct,0.8073433258134822,5,0,0,,,1,,0.8073433258134822
eval_20250915_032702_3ac17708,incorrect,0.8852624752021977,0,5,0,,,0,,0.8852624752021977
eval_20250915_031848_1d942a1d,incorrect,0.785177445094612,0,5,0,,,0,,0.785177445094612
eval_20250915_032744_9e083100,incorrect,0.9190067384931662,0,5,0,,,0,,0.9190067384931662
eval_20250915_041215_d6d825b6,incorrect,0.7426027081089399,0,5,0,,,0,,0.7426027081089399
eval_20250915_042250_9c2cb6fe,incorrect,0.8499999999999999,0,5,0,,,0,,0.8499999999999999
eval_20250915_034709_c547c514,incorrect,0.902375740649885,0,5,0,,,0,,0.902375740649885
eval_20250915_031228_580f8fc0,incorrect,0.7003136714864969,0,5,0,,,0,,0.7003136714864969
eval_20250915_031135_58c0923e,incorrect,0.8279243119266055,0,5,0,,,0,,0.8279243119266055
eval_20250915_061131_f289fdc0,incorrect,0.7410850933578206,0,5,0,,,0,,0.7410850933578206
eval_20250915_055606_27411c56,incorrect,0.8278641664761035,0,5,0,,,0,,0.8278641664761035
eval_20250915_032614_1c68a19f,incorrect,0.8278588900779698,0,5,0,,,0,,0.8278588900779698
eval_20250915_015922_e26429f4,incorrect,0.8278050088075362,0,5,0,,,0,,0.8278050088075362
eval_20250905_191321_8aba9e63,correct,0.8396612105062812,5,0,0,,,1,,0.8396612105062812
eval_20250915_051621_ff6877e9,correct,0.825518545398984,5,0,0,,,1,,0.825518545398984
eval_20250915_063129_188e62ff,incorrect,0.8350500361477873,0,5,0,,,0,,0.8350500361477873
eval_20250915_085246_c64c9c8b,incorrect,0.8352740898543008,0,5,0,,,0,,0.8352740898543008
eval_20250915_021458_8656ffdc,incorrect,0.8351141691762285,0,5,0,,,0,,0.8351141691762285
eval_20250915_060303_7f984b81,incorrect,0.8278157774737801,0,5,0,,,0,,0.8278157774737801
eval_20250915_085352_13c12900,incorrect,0.8425190548780489,0,5,0,,,0,,0.8425190548780489
eval_20250910_154326_85c54994,correct,0.7870484682213078,5,0,0,,,1,,0.7870484682213078
eval_20250915_065917_a3f9699a,correct,0.7224462108762946,5,0,0,,,1,,0.7224462108762946
eval_20250910_154127_765516c2,correct,0.7463794683776351,5,0,0,,,1,,0.7463794683776351
eval_20250915_031409_1ac0df3f,correct,0.8574579510703363,5,0,0,,,1,,0.8574579510703363
eval_20250915_060408_fd592662,correct,0.7485414837157802,5,0,0,,,1,,0.7485414837157802
eval_20250915_032223_8bef7c8e,incorrect,0.7745945430261398,0,5,0,,,0,,0.7745945430261398
eval_20250915_055503_74da133e,incorrect,0.8499999999999999,0,5,0,,,0,,0.8499999999999999
eval_20250915_033147_4320a9c8,correct,0.7650857623104251,5,0,0,,,1,,0.7650857623104251
eval_20250915_060554_cca3caa8,incorrect,0.8098554583491823,0,5,0,,,0,,0.8098554583491823
eval_20250915_064846_cd97555f,incorrect,0.7246883841859754,0,5,0,,,0,,0.7246883841859754
eval_20250915_022155_62196234,incorrect,0.878527373791213,0,5,0,,,0,,0.878527373791213
eval_20250915_074924_60f8ead1,incorrect,0.8190128493537193,0,5,0,,,0,,0.8190128493537193
eval_20250915_050442_4e1609cd,incorrect,0.9351153513228706,0,5,0,,,0,,0.9351153513228706
eval_20250915_044611_488ee5e3,incorrect,0.8229394240317774,0,5,0,,,0,,0.8229394240317774
eval_20250915_052220_8e9e2851,incorrect,0.7928337084652652,0,5,0,,,0,,0.7928337084652652
eval_20250915_030833_1ecba5a7,incorrect,0.8425972540045766,0,5,0,,,0,,0.8425972540045766
eval_20250915_064654_ee43a3b7,incorrect,0.827989812210142,0,5,0,,,0,,0.827989812210142
eval_20250915_081117_bc0a3af0,incorrect,0.8180953829771052,0,5,0,,,0,,0.8180953829771052
eval_20250915_065530_b67e6075,correct,0.7330820450022961,5,0,0,,,1,,0.7330820450022961
eval_20250915_063937_7db39238,correct,0.7895786420365634,5,0,0,,,1,,0.7895786420365634
eval_20250915_044918_58ef61d3,incorrect,0.9351070278461827,0,5,0,,,0,,0.9351070278461827
eval_20250915_074601_7223db2d,incorrect,0.8351607490179628,0,5,0,,,0,,0.8351607490179628
eval_20250915_061429_a1de4d67,incorrect,0.8303534026429034,0,5,0,,,0,,0.8303534026429034
eval_20250915_042924_27b4fb84,incorrect,0.9277466282770117,0,5,0,,,0,,0.9277466282770117
eval_20250915_042805_a51620af,incorrect,0.7161166494786294,0,5,0,,,0,,0.7161166494786294
eval_20250915_040540_3294228d,correct,0.7573871461361896,5,0,0,,,1,,0.7573871461361896
eval_20250915_040857_eb0c371a,incorrect,0.7425007628928897,0,5,0,,,0,,0.7425007628928897
eval_20250915_062013_4b94c7db,incorrect,0.85,1,4,0,,,0,,0.85
eval_20250915_044142_1cb18dec,incorrect,0.8926462215812047,0,5,0,,,0,,0.8926462215812047
eval_20250915_053324_c90df517,incorrect,0.8278628571428571,0,5,0,,,0,,0.8278628571428571
eval_20250915_041450_dcaf7df7,incorrect,0.9278544875199151,0,5,0,,,0,,0.9278544875199151
eval_20250915_072801_716af2d7,correct,0.7821990936323833,5,0,0,,,1,,0.7821990936323833
eval_20250915_015710_c23a6fdc,incorrect,0.7854207958530264,0,5,0,,,0,,0.7854207958530264
eval_20250915_054104_9ea7a592,incorrect,0.9278485330907437,0,5,0,,,0,,0.9278485330907437
eval_20250915_061208_a5b83c24,correct,0.7664466888557327,5,0,0,,,1,,0.7664466888557327
eval_20250915_034734_289326f4,correct,0.8574960127591705,5,0,0,,,1,,0.8574960127591705
eval_20250915_020104_8bd4d9bd,incorrect,0.6575115384615385,0,5,0,,,0,,0.6575115384615385
eval_20250915_063837_3da3bc6b,correct,0.7574269139760325,5,0,0,,,1,,0.7574269139760325
eval_20250915_055140_c61a715b,incorrect,0.7425575153374233,0,5,0,,,0,,0.7425575153374233
eval_20250915_043554_9c3cd65b,correct,0.7928489637009045,5,0,0,,,1,,0.7928489637009045
eval_20250915_061611_4cbd492c,incorrect,0.8277268560953254,0,5,0,,,0,,0.8277268560953254
eval_20250915_054133_b6c815b9,correct,0.8246875476299346,5,0,0,,,1,,0.8246875476299346
eval_20250915_035454_a0ee5181,incorrect,0.9031564118184585,0,5,0,,,0,,0.9031564118184585
eval_20250915_041347_d522be65,incorrect,0.8350797741312009,0,5,0,,,0,,0.8350797741312009
eval_20250915_043048_69b9c7fe,correct,0.7725086042065009,5,0,0,,,1,,0.7725086042065009
eval_20250915_051428_5ef0878f,incorrect,0.8277101515847497,0,5,0,,,0,,0.8277101515847497
eval_20250915_033247_888d8cdd,correct,0.8254921146540809,5,0,0,,,1,,0.8254921146540809
eval_20250915_083643_0039b289,incorrect,0.8068169741137174,0,5,0,,,0,,0.8068169741137174
eval_20250915_053148_f146e556,correct,0.7664910532970612,5,0,0,,,1,,0.7664910532970612
eval_20250915_045400_551ac967,incorrect,0.8425429919342565,0,5,0,,,0,,0.8425429919342565
eval_20250915_081912_a7777029,incorrect,0.7179774853578764,0,5,0,,,0,,0.7179774853578764
eval_20250915_022104_9a80add4,incorrect,0.7499999999999999,0,5,0,,,0,,0.7499999999999999
eval_20250915_053722_d8fe5c12,incorrect,0.75,0,5,0,,,0,,0.75
eval_20250915_044737_f2c1ba6f,incorrect,0.693376363915783,0,5,0,,,0,,0.693376363915783
eval_20250915_050134_55576db8,incorrect,0.7182202421750058,0,5,0,,,0,,0.7182202421750058
eval_20250915_032952_de49339b,incorrect,0.6807596513075964,2,3,0,,,0,,0.6807596513075964
eval_20250905_191419_a6ce6b9a,correct,0.7440557160160253,4,1,0,,,1,,0.7440557160160253
eval_20250915_022247_66426fc4,incorrect,0.7397121535181236,0,5,0,,,0,,0.7397121535181236
eval_20250915_031344_91b64407,incorrect,0.8031195112638412,0,5,0,,,0,,0.8031195112638412
eval_20250915_034822_fba5a3ca,correct,0.7574470534069981,5,0,0,,,1,,0.7574470534069981
eval_20250915_031647_5af7d80e,incorrect,0.8398760251764257,0,5,0,,,0,,0.8398760251764257
eval_20250915_051138_b9932d76,incorrect,0.842539998468958,0,5,0,,,0,,0.842539998468958
eval_20250915_062319_7851f2be,incorrect,0.8549624002748405,0,5,0,,,0,,0.8549624002748405
eval_20250915_053912_a9d54990,incorrect,0.8525076687116564,0,5,0,,,0,,0.8525076687116564
eval_20250915_054351_ff189ac4,incorrect,0.835254528122021,0,5,0,,,0,,0.835254528122021
eval_20250915_022921_be6a5f74,incorrect,0.7277948049957857,0,5,0,,,0,,0.7277948049957857
eval_20250915_054038_ccfb28a4,correct,0.85,5,0,0,,,1,,0.85
eval_20250915_044848_4a0fd2c9,correct,0.7650154621463751,5,0,0,,,1,,0.7650154621463751
eval_20250915_032010_ae819d23,incorrect,0.7427583307856925,0,5,0,,,0,,0.7427583307856925
eval_20250915_032523_3599db32,incorrect,0.9276535253980289,0,5,0,,,0,,0.9276535253980289
eval_20250905_191345_67094c2d,incorrect,0.9547389771391743,0,5,0,,,0,,0.9547389771391743
eval_20250915_064911_6e4274a8,incorrect,0.7165152365882294,1,4,0,,,0,,0.7165152365882294
eval_20250915_083402_35ce4d7e,incorrect,0.8278958190541468,0,5,0,,,0,,0.8278958190541468
eval_20250915_073343_f6bc8e90,incorrect,0.8350783245035639,0,5,0,,,0,,0.8350783245035639
eval_20250915_022128_29cb505d,incorrect,0.8425759537044086,0,5,0,,,0,,0.8425759537044086
eval_20250915_045536_7c61807c,incorrect,0.8351181556195965,0,5,0,,,0,,0.8351181556195965
eval_20250915_081505_d336a699,correct,0.8211257506498162,4,1,0,,,1,,0.8211257506498162
eval_20250915_030656_c33293fd,incorrect,0.9351385773485914,0,5,0,,,0,,0.9351385773485914
eval_20250915_083838_a60ddc92,incorrect,0.8351717695504632,0,5,0,,,0,,0.8351717695504632
eval_20250915_030058_6dc2726b,incorrect,0.8441487741738999,0,5,0,,,0,,0.8441487741738999
eval_20250915_052506_55ea5f61,correct,0.8150882150767585,5,0,0,,,1,,0.8150882150767585
eval_20250915_072925_fc6e374d,incorrect,0.8394466067194558,1,4,0,,,0,,0.8394466067194558
eval_20250915_040619_879ee7a5,incorrect,0.6353627600202943,2,3,0,,,0,,0.6353627600202943
eval_20250915_084658_f2064615,incorrect,0.7426518789541885,0,5,0,,,0,,0.7426518789541885
eval_20250915_051651_72642583,incorrect,0.8248157994682871,0,5,0,,,0,,0.8248157994682871
eval_20250915_030948_7ae54150,correct,0.83523390140684,5,0,0,,,1,,0.83523390140684
eval_20250915_030925_b93903d5,incorrect,0.8425767527111653,0,5,0,,,0,,0.8425767527111653
eval_20250915_032548_1c6a3d0b,correct,0.8590389887298202,5,0,0,,,1,,0.8590389887298202
eval_20250915_021631_ddaeba3c,incorrect,0.9351808458369552,0,5,0,,,0,,0.9351808458369552
eval_20250915_031712_4cfd9913,incorrect,0.813476892369108,0,5,0,,,0,,0.813476892369108
eval_20250915_085211_2cfcaa20,incorrect,0.8100708733424782,0,5,0,,,0,,0.8100708733424782
eval_20250915_062834_d6a56fa1,incorrect,0.8762135553274795,0,5,0,,,0,,0.8762135553274795
eval_20250915_035646_02867780,incorrect,0.8728999810210665,0,5,0,,,0,,0.8728999810210665
eval_20250915_043526_6e21fd04,incorrect,0.8350732005657276,0,5,0,,,0,,0.8350732005657276
eval_20250915_034644_583f16ad,correct,0.8060210614038411,5,0,0,,,1,,0.8060210614038411
eval_20250915_050206_d651d2a7,incorrect,0.8247354396650171,0,5,0,,,0,,0.8247354396650171
eval_20250910_153948_518a3387,incorrect,0.9402186638468218,0,5,0,,,0,,0.9402186638468218
eval_20250915_060912_6769e5bc,incorrect,0.742557018215215,0,5,0,,,0,,0.742557018215215
eval_20250915_054754_19c9d0e7,correct,0.7574455855303495,5,0,0,,,1,,0.7574455855303495
eval_20250915_021149_decd8c49,incorrect,0.8106506051697148,0,5,0,,,0,,0.8106506051697148
eval_20250915_061057_bcfa6404,incorrect,0.65,1,4,0,,,0,,0.65
eval_20250915_054206_274d54f6,incorrect,0.8279060874885286,0,5,0,,,0,,0.8279060874885286
eval_20250915_073303_688ee483,incorrect,0.8425934331971554,0,5,0,,,0,,0.8425934331971554
eval_20250915_084346_598217a1,incorrect,0.75,0,5,0,,,0,,0.75
eval_20250915_060146_5b899273,incorrect,0.8336107214618796,0,5,0,,,0,,0.8336107214618796
eval_20250915_061940_d413b79a,correct,0.7650150953491037,5,0,0,,,1,,0.7650150953491037
eval_20250915_073959_572dd903,incorrect,0.842473896806646,0,5,0,,,0,,0.842473896806646
eval_20250915_052803_a5d46880,incorrect,0.8277440643252674,0,5,0,,,0,,0.8277440643252674
eval_20250915_072953_9b7372a7,incorrect,0.8442352941176469,0,5,0,,,0,,0.8442352941176469
eval_20250915_074502_1621d6c5,incorrect,0.9350636761072041,0,5,0,,,0,,0.9350636761072041
eval_20250915_043151_c214a6d6,incorrect,0.6575519630484988,0,5,0,,,0,,0.6575519630484988
eval_20250915_074533_644d63df,incorrect,0.8066620879120879,0,5,0,,,0,,0.8066620879120879
eval_20250915_053356_5a49e5dd,correct,0.832141634004338,5,0,0,,,1,,0.832141634004338
eval_20250915_022825_d2ff9729,incorrect,0.8277247019260165,0,5,0,,,0,,0.8277247019260165
eval_20250915_062927_061f3604,incorrect,0.8604248861911988,0,5,0,,,0,,0.8604248861911988
eval_20250915_083432_b782fba1,incorrect,0.8352816981778065,0,5,0,,,0,,0.8352816981778065
eval_20250915_020133_85c64a93,incorrect,0.8096528462063213,0,5,0,,,0,,0.8096528462063213
eval_20250915_065820_abc543c6,correct,0.8000878868933894,5,0,0,,,1,,0.8000878868933894
eval_20250915_050600_fb88e8d3,incorrect,0.7574678800856531,0,5,0,,,0,,0.7574678800856531
eval_20250915_072632_dfd918ee,correct,0.8329735296361278,5,0,0,,,1,,0.8329735296361278
eval_20250915_040353_556af467,correct,0.8574823207360655,5,0,0,,,1,,0.8574823207360655
eval_20250915_072733_67a9e676,incorrect,0.7672761279486984,0,5,0,,,0,,0.7672761279486984
eval_20250915_071218_ee88571d,correct,0.7650258670243342,5,0,0,,,1,,0.7650258670243342
eval_20250915_042037_a43a09fc,incorrect,0.7822495404411764,0,5,0,,,0,,0.7822495404411764
eval_20250915_035231_8c7e0f55,correct,0.857416394934405,5,0,0,,,1,,0.857416394934405
eval_20250915_042953_a7e80e80,correct,0.777310709809201,4,1,0,,,1,,0.777310709809201
eval_20250915_020938_e48ad361,correct,0.7651136494307946,5,0,0,,,1,,0.7651136494307946
eval_20250915_035859_49f6ed7f,correct,0.7172964504512931,4,1,0,,,1,,0.7172964504512931
eval_20250915_052600_bbc2f422,correct,0.7575442088341116,5,0,0,,,1,,0.7575442088341116
eval_20250915_072228_f25ee35c,incorrect,0.9205411049933547,0,5,0,,,0,,0.9205411049933547
eval_20250915_081747_05e985e0,incorrect,0.8352400076496461,0,5,0,,,0,,0.8352400076496461
eval_20250915_060625_42899331,incorrect,0.6575526842024306,0,5,0,,,0,,0.6575526842024306
eval_20250915_065230_10ccbbd0,correct,0.75,4,1,0,,,1,,0.75
eval_20250915_063457_4c47f903,incorrect,0.835128595923033,0,5,0,,,0,,0.835128595923033
eval_20250915_081049_7e46a5ec,incorrect,0.8278564322338715,0,5,0,,,0,,0.8278564322338715
eval_20250915_074059_dfa60ae1,incorrect,0.7337069394949611,0,5,0,,,0,,0.7337069394949611
eval_20250915_080238_5be8e1da,incorrect,0.8582746545883604,0,5,0,,,0,,0.8582746545883604
eval_20250915_075106_bd08d17c,correct,0.7574662187953279,5,0,0,,,1,,0.7574662187953279
eval_20250915_022556_7e1de203,correct,0.7560691655851591,5,0,0,,,1,,0.7560691655851591
eval_20250915_041008_e4f3a1df,incorrect,0.818749762565057,0,5,0,,,0,,0.818749762565057
eval_20250915_040034_d0427319,incorrect,0.6574324324324324,0,5,0,,,0,,0.6574324324324324
eval_20250915_073128_a8c320c6,incorrect,0.8351533554868034,0,5,0,,,0,,0.8351533554868034
eval_20250915_032126_2b8d3e05,incorrect,0.8246080073070483,0,5,0,,,0,,0.8246080073070483
eval_20250915_083029_22417e35,correct,0.7574977036129822,5,0,0,,,1,,0.7574977036129822
eval_20250915_042859_3055cde6,incorrect,0.7993217312003648,0,5,0,,,0,,0.7993217312003648
eval_20250915_030900_373fce1e,incorrect,0.8425480952018856,0,5,0,,,0,,0.8425480952018856
eval_20250915_040725_9dee1d9a,incorrect,0.6740311855079111,0,5,0,,,0,,0.6740311855079111
eval_20250915_053222_09db2d82,correct,0.7590422810363272,4,1,0,,,1,,0.7590422810363272
eval_20250915_084527_2267fef4,incorrect,0.8351281659472055,0,5,0,,,0,,0.8351281659472055
eval_20250915_065503_8fc2e2d7,incorrect,0.8277837095790115,0,5,0,,,0,,0.8277837095790115
eval_20250915_044328_5c68fd0a,incorrect,0.7277525757342764,0,5,0,,,0,,0.7277525757342764
eval_20250915_045250_207d6f66,incorrect,0.8442741380628392,0,5,0,,,0,,0.8442741380628392
eval_20250915_081244_25269af6,incorrect,0.7852362054491336,0,5,0,,,0,,0.7852362054491336
eval_20250915_072701_e60b20a6,correct,0.7473605142053019,5,0,0,,,1,,0.7473605142053019
eval_20250915_033049_69f63d7e,incorrect,0.7425619516700016,0,5,0,,,0,,0.7425619516700016
eval_20250915_042154_a02875b1,incorrect,0.9351273873258154,0,5,0,,,0,,0.9351273873258154
eval_20250915_042416_181b0a66,incorrect,0.8245684082439729,0,5,0,,,0,,0.8245684082439729
eval_20250915_061744_bbc27839,incorrect,0.8180589399939081,0,5,0,,,0,,0.8180589399939081
eval_20250915_071120_85f423e0,correct,0.779133752244165,4,1,0,,,1,,0.779133752244165
eval_20250915_040318_92644ab7,correct,0.8001521143900212,5,0,0,,,1,,0.8001521143900212
eval_20250915_042317_afe18abe,incorrect,0.8352204960686747,0,5,0,,,0,,0.8352204960686747
eval_20250915_023009_334d0b5a,incorrect,0.8425091491308326,0,5,0,,,0,,0.8425091491308326
eval_20250915_081149_3017103f,incorrect,0.8189082308420057,0,5,0,,,0,,0.8189082308420057
eval_20250915_064625_af8b3b53,incorrect,0.7425145348837209,0,5,0,,,0,,0.7425145348837209
eval_20250915_020754_6d56a616,incorrect,0.8350691138951295,0,5,0,,,0,,0.8350691138951295
eval_20250915_041520_3337a7c7,incorrect,0.8277596044123241,0,5,0,,,0,,0.8277596044123241
eval_20250915_035302_f2e72db0,incorrect,0.6711237872799136,1,4,0,,,0,,0.6711237872799136
eval_20250915_075601_4f597b52,incorrect,0.85,0,2,0,,,0,,0.85
eval_20250915_071345_a9ac4e71,incorrect,0.9064655827381858,0,5,0,,,0,,0.9064655827381858
eval_20250915_035326_1145074c,incorrect,0.6871442768091066,1,4,0,,,0,,0.6871442768091066
eval_20250915_081941_26862cae,incorrect,0.7425644567219153,0,5,0,,,0,,0.7425644567219153
eval_20250915_041551_8c80c8ff,incorrect,0.8746977678402241,0,5,0,,,0,,0.8746977678402241
eval_20250915_082944_c4a6b166,incorrect,0.8919100266869996,0,5,0,,,0,,0.8919100266869996
eval_20250915_062628_586cc2a3,incorrect,0.8532774361129148,0,5,0,,,0,,0.8532774361129148
